Business Name,Industry,Age,Company Type,Annual Revenue (USD),Number of Employees,Credit Score,Collateral Value (USD),Debt-to-Equity Ratio,Profit Margin,Cash Flow (USD),Outstanding Debt (USD),Market Competition,Business Plan Quality,Ownership Structure,Location,Regulatory Environment,Business Assets (USD),Growth Potential,Industry Trends,Customer Base,Supplier Relationships,Management Experience,Tax Compliance,Technological Infrastructure,Loan Approved
Dangote Group,Banking,105,Public,"700,000,000","30,000",660,"1,200,000,000",0.5,15%,"1,500,000","100,000,000",High,Excellent,Public,South Africa,Strict,"60,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Safaricom,Telecommunications,7,Private,"100,000,000","9,000",600,"150,000,000",0.4,10%,"500,000","300,000,000",High,Good,Private,Nigeria,Moderate,"500,000,000",High,Positive,Large,Strong,Experienced,Compliant,Adequate,Yes
Jumia,Telecommunications,7,Private,"20,000,000,000","147,000",706,"2,500,000,000",0.7,12%,"100,000","500,000,000",High,Good,Public,Nigeria,Strict,"7,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Sasol Ltd,Telecommunications,61,Limited,"10,000,000,000","15,000",785,"4,000,000,000",0.9,18%,"1,500,000","300,000,000",High,Excellent,Public,Kenya,Strict,"1,800,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
MTN Group,Retail,61,Private,"12,000,000,000","13,000",667,"150,000,000",0.9,15%,"1,200,000","500,000,000",Medium,Average,Public,Nigeria,Moderate,"7,000,000,000",High,Positive,Medium,Moderate,Experienced,Compliant,Advanced,Yes
Shoprite Holdings Ltd,Media,7,Public,"10,000,000,000","30,000",703,"35,000,000,000",0.4,8%,"1,500,000","1,000,000,000",High,Good,Public,South Africa,Strict,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Zenith Bank,Telecommunications,7,Public,"10,000,000,000","30,000",679,"1,200,000,000",0.5,16%,"1,500,000","30,000,000",High,Good,Public,Nigeria,Moderate,"60,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Flutterwave,Telecommunications,7,Public,"1,200,000,000","30,000",702,"4,000,000,000",1.2,18%,"500,000","300,000,000",High,Good,Public,Nigeria,Moderate,"7,000,000,000",High,Positive,Medium,Moderate,Experienced,Compliant,Advanced,Yes
Vodacom Group,Manufacturing,67,Corporation,"20,000,000,000","15,000",713,"15,000,000,000",0.8,18%,"200,000","200,000,000",High,Excellent,Public,South Africa,Strict,"40,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Shoprite Holdings Ltd,Telecommunications,34,Public,"2,500,000,000","15,000",684,"9,000,000,000",0.6,20%,"200,000","300,000,000",High,Good,Public,South Africa,Strict,"15,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Zenith Bank,Manufacturing,32,Public,"25,000,000,000","30,000",800,"20,000,000,000",0.4,18%,"1,500,000","500,000,000",High,Excellent,Public,South Africa,Strict,"50,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Flutterwave,Financial Technology,7,Private,"100,000,000",500,718,"150,000,000",0.4,10%,"50,000","30,000,000",Medium,Average,Private,Nigeria,Moderate,"500,000,000",High,Positive,Medium,Moderate,Experienced,Compliant,Adequate,No
Dangote Group,Manufacturing,105,Public,"10,000,000,000","29,000",734,"9,000,000,000",0.4,15%,"1,500,000","500,000,000",High,Excellent,Public,South Africa,Strict,"50,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Dangote Group,Retail,61,Public,"10,000,000,000","29,000",719,"40,000,000,000",0.5,20%,"1,500,000","500,000,000",High,Excellent,Public,South Africa,Strict,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Jumia,Manufacturing,26,Private,"10,000,000,000","30,000",712,"9,000,000,000",0.6,18%,"1,500,000","200,000,000",High,Average,Public,South Africa,Strict,"1,800,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Naspers,Retail,54,Limited,"12,000,000,000","19,000",700,"35,000,000,000",0.4,8%,"1,500,000","500,000,000",High,Excellent,Public,South Africa,Strict,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Flutterwave,E-commerce,7,Private,"100,000,000","13,000",600,"4,000,000,000",0.5,18%,"50,000","30,000,000",High,Average,Private,Kenya,Moderate,"60,000,000,000",High,Positive,Medium,Moderate,Experienced,Compliant,Adequate,No
Safaricom,Telecommunications,7,Public,"2,500,000,000","9,000",705,"4,000,000,000",1.1,18%,"500,000","300,000,000",Medium,Good,Public,Kenya,Strict,"1,800,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Sasol Ltd,Manufacturing,19,Corporation,"10,000,000,000","15,000",800,"1,200,000,000",0.5,16%,"1,000,000","500,000,000",High,Good,Public,South Africa,Strict,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Sasol Ltd,Manufacturing,48,Public,"1,200,000,000","29,000",773,"15,000,000,000",0.9,18%,"1,500,000","500,000,000",High,Good,Public,South Africa,Strict,"50,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Jumia,Manufacturing,14,Limited,"2,500,000,000","9,000",701,"4,000,000,000",0.5,18%,"500,000","300,000,000",High,Good,Public,South Africa,Moderate,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Shoprite Holdings Ltd,Retail,47,Public,"20,000,000,000","9,000",710,"15,000,000,000",0.4,18%,"800,000","500,000,000",High,Good,Public,South Africa,Strict,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Naspers,Telecommunications,61,Public,"25,000,000,000","15,000",689,"15,000,000,000",0.5,10%,"1,500,000","500,000,000",High,Good,Public,Nigeria,Strict,"70,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Zenith Bank,Telecommunications,51,Public,"10,000,000,000","15,000",718,"40,000,000,000",0.4,8%,"1,500,000","500,000,000",High,Excellent,Public,South Africa,Strict,"70,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Sasol Ltd,Manufacturing,105,Public,"5,000,000,000","30,000",724,"40,000,000,000",0.4,20%,"1,500,000","500,000,000",High,Excellent,Public,South Africa,Strict,"50,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Jumia,Manufacturing,105,Public,"25,000,000,000","9,000",679,"4,000,000,000",0.8,15%,"1,200,000","500,000,000",High,Excellent,Public,South Africa,Strict,"15,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Naspers,Banking,63,Public,"10,000,000,000","9,000",708,"40,000,000,000",0.4,18%,"1,500,000","300,000,000",High,Good,Public,Kenya,Strict,"40,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Dangote Group,Media,91,Public,"2,500,000,000","30,000",673,"40,000,000,000",1.1,20%,"100,000","300,000,000",High,Good,Public,Nigeria,Strict,"60,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Safaricom,Telecommunications,7,Private,"5,000,000,000","147,000",702,"4,000,000,000",1,20%,"500,000","100,000,000",High,Good,Private,South Africa,Moderate,"7,000,000,000",High,Positive,Medium,Strong,Experienced,Compliant,Advanced,Yes
Shoprite Holdings Ltd,Telecommunications,7,Limited,"2,500,000,000","9,000",716,"15,000,000,000",0.5,10%,"800,000","300,000,000",High,Good,Public,South Africa,Moderate,"50,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Naspers,Financial Technology,7,Public,"100,000,000","147,000",696,"15,000,000,000",0.4,20%,"1,000,000","200,000,000",Medium,Average,Public,Nigeria,Strict,"1,800,000,000",High,Positive,Large,Moderate,Experienced,Compliant,Advanced,No
Flutterwave,Financial Technology,7,Private,"100,000,000",500,600,"150,000,000",1.2,10%,"50,000","30,000,000",Medium,Average,Private,Nigeria,Moderate,"500,000,000",High,Positive,Medium,Moderate,Experienced,Compliant,Adequate,No
Naspers,Media,105,Limited,"25,000,000,000","147,000",729,"40,000,000,000",0.4,8%,"1,500,000","500,000,000",High,Excellent,Public,South Africa,Strict,"1,800,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Safaricom,Telecommunications,7,Limited,"12,000,000,000","19,000",728,"35,000,000,000",0.7,18%,"500,000","300,000,000",High,Good,Public,Kenya,Strict,"60,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Dangote Group,Retail,36,Corporation,"2,500,000,000","9,000",721,"35,000,000,000",0.9,18%,"500,000","300,000,000",High,Good,Public,South Africa,Strict,"60,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Naspers,Retail,105,Public,"10,000,000,000","30,000",704,"15,000,000,000",0.8,10%,"200,000","200,000,000",High,Excellent,Public,South Africa,Strict,"50,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
MTN Group,E-commerce,25,Public,"1,200,000,000","15,000",698,"9,000,000,000",1,18%,"1,200,000","500,000,000",High,Good,Public,South Africa,Strict,"7,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Shoprite Holdings Ltd,Chemicals,7,Private,"100,000,000","15,000",800,"2,500,000,000",0.5,15%,"200,000","100,000,000",High,Average,Private,Nigeria,Strict,"40,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,No
Dangote Group,Manufacturing,59,Public,"25,000,000,000","30,000",800,"40,000,000,000",0.8,18%,"1,500,000","500,000,000",High,Excellent,Public,South Africa,Strict,"50,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Dangote Group,Media,105,Corporation,"20,000,000,000","30,000",681,"1,200,000,000",0.6,16%,"1,500,000","1,000,000,000",High,Good,Public,South Africa,Strict,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Safaricom,Retail,40,Public,"12,000,000,000","29,000",715,"4,000,000,000",0.6,15%,"1,000,000","300,000,000",High,Good,Public,Kenya,Strict,"50,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Flutterwave,Financial Technology,7,Private,"100,000,000",500,600,"150,000,000",1.2,10%,"50,000","300,000,000",Medium,Good,Private,Nigeria,Moderate,"500,000,000",High,Positive,Medium,Moderate,Experienced,Compliant,Adequate,No
Vodacom Group,Chemicals,7,Public,"2,500,000,000",500,731,"4,000,000,000",0.6,18%,"500,000","300,000,000",High,Good,Public,Kenya,Moderate,"7,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Safaricom,Telecommunications,7,Private,"2,500,000,000","19,000",600,"35,000,000,000",1.1,18%,"50,000","30,000,000",High,Good,Public,Nigeria,Moderate,"500,000,000",High,Positive,Large,Strong,Experienced,Compliant,Adequate,Yes
